Count,Year,Employee_Tot,Sector,Industry,Name,Revenue,Count_exec
28.57142857,2020,267000,Food & Beverage,Consumer Goods,PEPSICO INC,64659390000,
22.22222222,2015,190000,Automobiles,Automotive,FORD MOTOR CO,1.56E+11,
40,2018,229,Software,Technology,MARIN SOFTWARE INC,49035770,
40,2019,229,Software,Technology,MARIN SOFTWARE INC,49035770,
66.66666667,2020,229,Software,Technology,MARIN SOFTWARE INC,49035770,
16.66666667,2015,229,Software,Technology,MARIN SOFTWARE INC,49035770,
16.66666667,2016,229,Software,Technology,MARIN SOFTWARE INC,49035770,
14.28571429,2017,229,Software,Technology,MARIN SOFTWARE INC,49035770,
21.42857143,2017,246000,Wireless Tel,Telecommunications,AT&T INC.,1.81E+11,21.42857143
25,2018,246000,Wireless Tel,Telecommunications,AT&T INC.,1.81E+11,21.42857143
27.27272727,2019,246000,Wireless Tel,Telecommunications,AT&T INC.,1.81E+11,20
25,2020,246000,Wireless Tel,Telecommunications,AT&T INC.,1.81E+11,12.5
33.33333333,2019,71000,Pharmaceutic,Healthcare,"Merck & Co., Inc.",46585940000,
40,2020,71000,Pharmaceutic,Healthcare,"Merck & Co., Inc.",46585940000,
25,2015,71000,Pharmaceutic,Healthcare,"Merck & Co., Inc.",46585940000,20
30,2016,71000,Pharmaceutic,Healthcare,"Merck & Co., Inc.",46585940000,25
30,2017,71000,Pharmaceutic,Healthcare,"Merck & Co., Inc.",46585940000,25
27.27272727,2018,71000,Pharmaceutic,Healthcare,"Merck & Co., Inc.",46585940000,25
16.66666667,2015,6584,Networking,Technology,PLANTRONICS INC,1692746400,20
28.57142857,2016,6584,Networking,Technology,PLANTRONICS INC,1692746400,20
28.57142857,2017,6584,Networking,Technology,PLANTRONICS INC,1692746400,28.57142857
28.57142857,2018,6584,Networking,Technology,PLANTRONICS INC,1692746400,40
20,2019,6584,Networking,Technology,PLANTRONICS INC,1692746400,33.33333333
20,2020,6584,Networking,Technology,PLANTRONICS INC,1692746400,14.28571429
10,2016,37000,Food & Beverage,Consumer Goods,Kraft Heinz Co,24976850000,
10,2019,37000,Food & Beverage,Consumer Goods,Kraft Heinz Co,24976850000,
12.5,2017,37000,Food & Beverage,Consumer Goods,Kraft Heinz Co,24976850000,
14.28571429,2018,37000,Food & Beverage,Consumer Goods,Kraft Heinz Co,24976850000,
22.22222222,2020,37000,Food & Beverage,Consumer Goods,Kraft Heinz Co,24976850000,
12.5,2015,190000,Broadcasting,Media/Entertainment,COMCAST CORP,1.09E+11,14.28571429
12.5,2016,190000,Broadcasting,Media/Entertainment,COMCAST CORP,1.09E+11,18.75
20,2017,190000,Broadcasting,Media/Entertainment,COMCAST CORP,1.09E+11,23.52941176
27.27272727,2018,190000,Broadcasting,Media/Entertainment,COMCAST CORP,1.09E+11,29.41176471
28.57142857,2018,56600,Healthcare P,Healthcare,CENTENE CORP,74655400000,23.07692308
28.57142857,2019,56600,Healthcare P,Healthcare,CENTENE CORP,74655400000,16.66666667
37.5,2020,56600,Healthcare P,Healthcare,CENTENE CORP,74655400000,26.66666667
28.57142857,2015,56600,Healthcare P,Healthcare,CENTENE CORP,74655400000,25
28.57142857,2016,56600,Healthcare P,Healthcare,CENTENE CORP,74655400000,27.27272727
37.5,2017,56600,Healthcare P,Healthcare,CENTENE CORP,74655400000,23.07692308
25,2017,110800,Semiconducto,Electronics,INTEL CORP,71964600000,28.57142857
10,2018,110800,Semiconducto,Electronics,INTEL CORP,71964600000,50
22.22222222,2019,110800,Semiconducto,Electronics,INTEL CORP,71964600000,50
14.28571429,2020,110800,Semiconducto,Electronics,INTEL CORP,71964600000,20
20,2018,2248,Internet/Online,Technology,"Okta, Inc.",586076080,
33.33333333,2019,2248,Internet/Online,Technology,"Okta, Inc.",586076080,
33.33333333,2020,2248,Internet/Online,Technology,"Okta, Inc.",586076080,
33.33333333,2015,80000,Drug Retail,Healthcare,MCKESSON CORP,2.31E+11,
33.33333333,2016,80000,Drug Retail,Healthcare,MCKESSON CORP,2.31E+11,
33.33333333,2017,80000,Drug Retail,Healthcare,MCKESSON CORP,2.31E+11,
33.33333333,2018,80000,Drug Retail,Healthcare,MCKESSON CORP,2.31E+11,
28.57142857,2019,80000,Drug Retail,Healthcare,MCKESSON CORP,2.31E+11,
50,2020,80000,Drug Retail,Healthcare,MCKESSON CORP,2.31E+11,
12.5,2015,10600,Software,Technology,INTUIT INC,7659348000,
12.5,2016,10600,Software,Technology,INTUIT INC,7659348000,
12.5,2019,10600,Software,Technology,INTUIT INC,7659348000,66.66666667
11.11111111,2020,10600,Software,Technology,INTUIT INC,7659348000,75
22.22222222,2018,10600,Software,Technology,INTUIT INC,7659348000,66.66666667
25,2017,10600,Software,Technology,INTUIT INC,7659348000,
33.33333333,2017,2905,Software,Technology,TWILIO INC,1134460600,25
28.57142857,2018,2905,Software,Technology,TWILIO INC,1134460600,20
12.5,2015,96163,Diversified Holding Companies,Business/Consumer Services,3M Company,32140000000,
33.33333333,2019,96163,Diversified Holding Companies,Business/Consumer Services,3M Company,32140000000,
15.38461538,2015,383800,Computer/Co,Financial,U.S. Bancorp,77147638000,33.33333333
22.72727273,2016,383800,Computer/Co,Financial,U.S. Bancorp,77147638000,33.33333333
33.33333333,2017,383800,Computer/Co,Financial,U.S. Bancorp,77147638000,25
24,2019,383800,Computer/Co,Financial,U.S. Bancorp,77147638000,12.5
24,2019,383800,Computer/Co,Financial,U.S. Bancorp,77147638000,33.33333333
32,2020,383800,Computer/Co,Financial,U.S. Bancorp,77147638000,20
32,2020,383800,Computer/Co,Financial,U.S. Bancorp,77147638000,25
15.38461538,2015,147000,Computers/Co,Financial,U.S. Bancorp,2.74E+11,33.33333333
22.72727273,2016,147000,Computers/Co,Financial,U.S. Bancorp,2.74E+11,33.33333333
20,2017,147000,Computers/Co,Electronics,Apple Inc.,2.74E+11,
20,2019,147000,Computers/Co,Electronics,Apple Inc.,2.74E+11,
20,2020,147000,Computers/Co,Electronics,Apple Inc.,2.74E+11,
15.38461538,2015,69651,Banking,Financial,U.S. Bancorp,25790000000,33.33333333
22.72727273,2016,69651,Banking,Financial,U.S. Bancorp,25790000000,33.33333333
33.33333333,2017,69651,Banking,Financial,U.S. Bancorp,25790000000,25
37.5,2018,69651,Banking,Financial,U.S. Bancorp,25790000000,
24,2019,69651,Banking,Financial,U.S. Bancorp,25790000000,12.5
24,2019,69651,Banking,Financial,U.S. Bancorp,25790000000,33.33333333
32,2020,69651,Banking,Financial,U.S. Bancorp,25790000000,20
32,2020,69651,Banking,Financial,U.S. Bancorp,25790000000,25
38.46153846,2017,61600,Computers/Co,Electronics,Hewlett Packard Enterprise Co,31445568000,16.66666667
38.46153846,2018,61600,Computers/Co,Electronics,Hewlett Packard Enterprise Co,31445568000,16.66666667
38.46153846,2019,61600,Computers/Co,Electronics,Hewlett Packard Enterprise Co,31445568000,14.28571429
30.76923077,2020,61600,Computers/Co,Electronics,Hewlett Packard Enterprise Co,31445568000,
15.38461538,2015,86200,Consumer Goods,Consumer Goods,Coca-Cola Co.,37270000000,
16.66666667,2016,86200,Consumer Goods,Consumer Goods,Coca-Cola Co.,37270000000,
25,2017,86200,Consumer Goods,Consumer Goods,Coca-Cola Co.,37270000000,
27.27272727,2018,86200,Consumer Goods,Consumer Goods,Coca-Cola Co.,37270000000,
16.66666667,2020,2532,Software,Technology,"Zoom Video Communications, Inc.",622659999.9,
33.33333333,2015,70600,Life Insuran,Financial,"Anthem, Inc.",1.04E+11,
40,2016,70600,Life Insuran,Financial,"Anthem, Inc.",1.04E+11,
40,2017,70600,Life Insuran,Financial,"Anthem, Inc.",1.04E+11,36.36363636
50,2020,70600,Life Insuran,Financial,"Anthem, Inc.",1.04E+11,50
40,2018,70600,Life Insuran,Financial,"Anthem, Inc.",1.04E+11,45.45454545
50,2019,70600,Life Insuran,Financial,"Anthem, Inc.",1.04E+11,45.45454545
11.76470588,2015,49000,Software,Technology,"SALESFORCE.COM, INC.",18595010000,12.5
18.75,2016,49000,Software,Technology,"SALESFORCE.COM, INC.",18595010000,14.28571429
22.22222222,2017,49000,Software,Technology,"SALESFORCE.COM, INC.",18595010000,16.66666667
20,2018,49000,Software,Technology,"SALESFORCE.COM, INC.",18595010000,26.66666667
22.22222222,2019,49000,Software,Technology,"SALESFORCE.COM, INC.",18595010000,31.25
27.27272727,2020,41000,Semiconductors,Technology,QUALCOMM INC/DE,23531130000,
25,2019,41000,Semiconductors,Technology,QUALCOMM INC/DE,23531130000,
36.36363636,2015,41000,Semiconductors,Technology,QUALCOMM INC/DE,23531130000,
28.57142857,2016,41000,Semiconductors,Technology,QUALCOMM INC/DE,23531130000,
35.71428571,2017,41000,Semiconductors,Technology,QUALCOMM INC/DE,23531130000,16.66666667
11.11111111,2015,42500,Wired Teleco,Telecommunications,"CENTURYLINK, INC",22400900000,
20,2016,42500,Wired Teleco,Telecommunications,"CENTURYLINK, INC",22400900000,
30,2017,42500,Wired Teleco,Telecommunications,"CENTURYLINK, INC",22400900000,
30,2018,42500,Wired Teleco,Telecommunications,"CENTURYLINK, INC",22400900000,
37.5,2019,42500,Wired Teleco,Telecommunications,"CENTURYLINK, INC",22400900000,
37.5,2020,42500,Wired Teleco,Telecommunications,"CENTURYLINK, INC",22400900000,
25,2015,48000,Drug Retail,Healthcare,CARDINAL HEALTH INC,1.53E+11,
30,2016,48000,Drug Retail,Healthcare,CARDINAL HEALTH INC,1.53E+11,
33.33333333,2017,48000,Drug Retail,Healthcare,CARDINAL HEALTH INC,1.53E+11,
30,2018,48000,Drug Retail,Healthcare,CARDINAL HEALTH INC,1.53E+11,
27.27272727,2019,48000,Drug Retail,Healthcare,CARDINAL HEALTH INC,1.53E+11,
37.5,2020,48000,Drug Retail,Healthcare,CARDINAL HEALTH INC,1.53E+11,
14.28571429,2015,135000,Software,Technology,Oracle Corp,39042000000,20
25,2016,135000,Software,Technology,Oracle Corp,39042000000,16.66666667
25,2017,135000,Software,Technology,Oracle Corp,39042000000,20
22.22222222,2018,135000,Software,Technology,Oracle Corp,39042000000,20
22.22222222,2019,135000,Software,Technology,Oracle Corp,39042000000,16.66666667
27.27272727,2020,135000,Software,Technology,Oracle Corp,39042000000,20
22.22222222,2017,1693,Software,Technology,Coupa Software Inc,529164080,
28.57142857,2018,1693,Software,Technology,Coupa Software Inc,529164080,
33.33333333,2019,1693,Software,Technology,Coupa Software Inc,529164080,
25,2020,1693,Software,Technology,Coupa Software Inc,529164080,
