Ticker,Year,Name,First,Last,gender,Conc,Company,Revenue,Employee_Tot,Industry,Sector,Count
NVDA,2019,Mark L Perry,Mark,Perry,M,NVDA_2019_M,NVIDIA CORP,12155473250,13775,Technology,Semiconductors,78.57142857
NVDA,2019,Mark A Stevens,Mark,Stevens,M,NVDA_2019_M,NVIDIA CORP,12155473250,13775,Technology,Semiconductors,78.57142857
NVDA,2019,JenHsun Huang,Jenhsun,Huang,M,NVDA_2019_M,NVIDIA CORP,12155473250,13775,Technology,Semiconductors,78.57142857
NVDA,2019,Colette M Kress,Colette,Kress,F,NVDA_2019_F,NVIDIA CORP,12155473250,13775,Technology,Semiconductors,21.42857143
NVDA,2019,Ajay K Puri,Ajay,Puri,M,NVDA_2019_M,NVIDIA CORP,12155473250,13775,Technology,Semiconductors,78.57142857
NVDA,2019,Debora Shoquist,Debora,Shoquist,F,NVDA_2019_F,NVIDIA CORP,12155473250,13775,Technology,Semiconductors,21.42857143
NVDA,2019,Timothy S Teter,Timothy,Teter,M,NVDA_2019_M,NVIDIA CORP,12155473250,13775,Technology,Semiconductors,78.57142857
NVDA,2019,Stephen C Neal,Stephen,Neal,M,NVDA_2019_M,NVIDIA CORP,12155473250,13775,Technology,Semiconductors,78.57142857
NVDA,2020,Robert K Burgess,Robert,Burgess,M,NVDA_2020_M,NVIDIA CORP,12155473250,13775,Technology,Semiconductors,78.57142857
NVDA,2020,Tench Coxe,Tench,Coxe,M,NVDA_2020_M,NVIDIA CORP,12155473250,13775,Technology,Semiconductors,78.57142857
NVDA,2020,James C Gaither,James,Gaither,M,NVDA_2020_M,NVIDIA CORP,12155473250,13775,Technology,Semiconductors,78.57142857
NVDA,2020,Dawn Hudson,Dawn,Hudson,F,NVDA_2020_F,NVIDIA CORP,12155473250,13775,Technology,Semiconductors,21.42857143
NVDA,2020,Harvey C Jones,Harvey,Jones,M,NVDA_2020_M,NVIDIA CORP,12155473250,13775,Technology,Semiconductors,78.57142857
NVDA,2020,Michael G McCaffery,Michael,Mccaffery,M,NVDA_2020_M,NVIDIA CORP,12155473250,13775,Technology,Semiconductors,78.57142857
NVDA,2020,Stephen C Neal,Stephen,Neal,M,NVDA_2020_M,NVIDIA CORP,12155473250,13775,Technology,Semiconductors,78.57142857
NVDA,2020,Mark L Perry,Mark,Perry,M,NVDA_2020_M,NVIDIA CORP,12155473250,13775,Technology,Semiconductors,78.57142857
NVDA,2020,Mark A Stevens,Mark,Stevens,M,NVDA_2020_M,NVIDIA CORP,12155473250,13775,Technology,Semiconductors,78.57142857
NVDA,2020,JenHsun Huang,Jenhsun,Huang,M,NVDA_2020_M,NVIDIA CORP,12155473250,13775,Technology,Semiconductors,78.57142857
NVDA,2020,Colette M Kress,Colette,Kress,F,NVDA_2020_F,NVIDIA CORP,12155473250,13775,Technology,Semiconductors,21.42857143
NVDA,2020,Ajay K Puri,Ajay,Puri,M,NVDA_2020_M,NVIDIA CORP,12155473250,13775,Technology,Semiconductors,78.57142857
NVDA,2020,Debora Shoquist,Debora,Shoquist,F,NVDA_2020_F,NVIDIA CORP,12155473250,13775,Technology,Semiconductors,21.42857143
NVDA,2020,Timothy S Teter,Timothy,Teter,M,NVDA_2020_M,NVIDIA CORP,12155473250,13775,Technology,Semiconductors,78.57142857
ADBE,2020,Charles M Geschke,Charles,Geschke,M,ADBE_2020_M,ADOBE INC.,11131401200,22634,Technology,Software,75
ADBE,2020,John E Warnock,John,Warnock,M,ADBE_2020_M,ADOBE INC.,11131401200,22634,Technology,Software,75
ADBE,2020,Amy L Banse,Amy,Banse,F,ADBE_2020_F,ADOBE INC.,11131401200,22634,Technology,Software,25
ADBE,2020,Edward W Barnholt,Edward,Barnholt,M,ADBE_2020_M,ADOBE INC.,11131401200,22634,Technology,Software,75
ADBE,2020,Robert K Burgess,Robert,Burgess,M,ADBE_2020_M,ADOBE INC.,11131401200,22634,Technology,Software,75
ADBE,2020,Frank A Calderoni,Frank,Calderoni,M,ADBE_2020_M,ADOBE INC.,11131401200,22634,Technology,Software,75
ADBE,2020,James E Daley,James,Daley,M,ADBE_2020_M,ADOBE INC.,11131401200,22634,Technology,Software,75
ADBE,2020,Laura B Desmond,Laura,Desmond,F,ADBE_2020_F,ADOBE INC.,11131401200,22634,Technology,Software,25
ADBE,2020,Kathleen Oberg,Kathleen,Oberg,F,ADBE_2020_F,ADOBE INC.,11131401200,22634,Technology,Software,25
ADBE,2020,Dheeraj Pandey,Dheeraj,Pandey,M,ADBE_2020_M,ADOBE INC.,11131401200,22634,Technology,Software,75
ADBE,2020,David A Ricks,David,Ricks,M,ADBE_2020_M,ADOBE INC.,11131401200,22634,Technology,Software,75
ADBE,2020,Daniel L Rosensweig,Daniel,Rosensweig,M,ADBE_2020_M,ADOBE INC.,11131401200,22634,Technology,Software,75
BAC,2015,Sharon L Allen,Sharon,Allen,F,BAC_2015_F,BANK OF AMERICA CORP,1.14E+11,208000,Financial,Banking,57.14285714
BAC,2015,Susan S Bies,Susan,Bies,F,BAC_2015_F,BANK OF AMERICA CORP,1.14E+11,208000,Financial,Banking,57.14285714
BAC,2015,Arnold W Donald,Arnold,Donald,M,BAC_2015_M,BANK OF AMERICA CORP,1.14E+11,208000,Financial,Banking,42.85714286
BAC,2015,Charles K Gifford,Charles,Gifford,M,BAC_2015_M,BANK OF AMERICA CORP,1.14E+11,208000,Financial,Banking,42.85714286
BAC,2015,Linda P Hudson,Linda,Hudson,F,BAC_2015_F,BANK OF AMERICA CORP,1.14E+11,208000,Financial,Banking,57.14285714
BAC,2015,Monica C Lozano,Monica,Lozano,F,BAC_2015_F,BANK OF AMERICA CORP,1.14E+11,208000,Financial,Banking,57.14285714
BAC,2015,Clayton S Rose,Clayton,Rose,M,BAC_2015_M,BANK OF AMERICA CORP,1.14E+11,208000,Financial,Banking,42.85714286
BAC,2016,Sharon L Allen,Sharon,Allen,F,BAC_2016_F,BANK OF AMERICA CORP,1.14E+11,208000,Financial,Banking,66.66666667
BAC,2016,Susan S Bies,Susan,Bies,F,BAC_2016_F,BANK OF AMERICA CORP,1.14E+11,208000,Financial,Banking,66.66666667
BAC,2016,Arnold W Donald,Arnold,Donald,M,BAC_2016_M,BANK OF AMERICA CORP,1.14E+11,208000,Financial,Banking,33.33333333
BAC,2016,Charles K Gifford,Charles,Gifford,M,BAC_2016_M,BANK OF AMERICA CORP,1.14E+11,208000,Financial,Banking,33.33333333
BAC,2016,Linda P Hudson,Linda,Hudson,F,BAC_2016_F,BANK OF AMERICA CORP,1.14E+11,208000,Financial,Banking,66.66666667
BAC,2016,Monica C Lozano,Monica,Lozano,F,BAC_2016_F,BANK OF AMERICA CORP,1.14E+11,208000,Financial,Banking,66.66666667
BAC,2017,Sharon L Allen,Sharon,Allen,F,BAC_2017_F,BANK OF AMERICA CORP,1.14E+11,208000,Financial,Banking,57.14285714
BAC,2017,Susan S Bies,Susan,Bies,F,BAC_2017_F,BANK OF AMERICA CORP,1.14E+11,208000,Financial,Banking,57.14285714
BAC,2017,Arnold W Donald,Arnold,Donald,M,BAC_2017_M,BANK OF AMERICA CORP,1.14E+11,208000,Financial,Banking,42.85714286
BAC,2017,Linda P Hudson,Linda,Hudson,F,BAC_2017_F,BANK OF AMERICA CORP,1.14E+11,208000,Financial,Banking,57.14285714
BAC,2017,Monica C Lozano,Monica,Lozano,F,BAC_2017_F,BANK OF AMERICA CORP,1.14E+11,208000,Financial,Banking,57.14285714
BAC,2017,Michael D White,Michael,White,M,BAC_2017_M,BANK OF AMERICA CORP,1.14E+11,208000,Financial,Banking,42.85714286
BAC,2017,Thomas D Woods,Thomas,Woods,M,BAC_2017_M,BANK OF AMERICA CORP,1.14E+11,208000,Financial,Banking,42.85714286
BAC,2018,Sharon L Allen,Sharon,Allen,F,BAC_2018_F,BANK OF AMERICA CORP,1.14E+11,208000,Financial,Banking,62.5
BAC,2018,Susan S Bies,Susan,Bies,F,BAC_2018_F,BANK OF AMERICA CORP,1.14E+11,208000,Financial,Banking,62.5
BAC,2018,Arnold W Donald,Arnold,Donald,M,BAC_2018_M,BANK OF AMERICA CORP,1.14E+11,208000,Financial,Banking,37.5
BAC,2018,Linda P Hudson,Linda,Hudson,F,BAC_2018_F,BANK OF AMERICA CORP,1.14E+11,208000,Financial,Banking,62.5
BAC,2018,Monica C Lozano,Monica,Lozano,F,BAC_2018_F,BANK OF AMERICA CORP,1.14E+11,208000,Financial,Banking,62.5
BAC,2018,Michael D White,Michael,White,M,BAC_2018_M,BANK OF AMERICA CORP,1.14E+11,208000,Financial,Banking,37.5
BAC,2018,Thomas D Woods,Thomas,Woods,M,BAC_2018_M,BANK OF AMERICA CORP,1.14E+11,208000,Financial,Banking,37.5
BAC,2018,Maria T Zuber,Maria,Zuber,F,BAC_2018_F,BANK OF AMERICA CORP,1.14E+11,208000,Financial,Banking,62.5
CVS,2015,NancyAnn M DeParle,Nancyann,Deparle,F,CVS_2015_F,CVS HEALTH Corp,2.57E+11,290000,Healthcare,Drug Retail,28.57142857
CVS,2015,David W Dorman,David,Dorman,M,CVS_2015_M,CVS HEALTH Corp,2.57E+11,290000,Healthcare,Drug Retail,71.42857143
CVS,2015,Anne M Finucane,Anne,Finucane,F,CVS_2015_F,CVS HEALTH Corp,2.57E+11,290000,Healthcare,Drug Retail,28.57142857
CVS,2015,JeanPierre Millon,Jeanpierre,Millon,M,CVS_2015_M,CVS HEALTH Corp,2.57E+11,290000,Healthcare,Drug Retail,71.42857143
CVS,2015,Richard J Swift,Richard,Swift,M,CVS_2015_M,CVS HEALTH Corp,2.57E+11,290000,Healthcare,Drug Retail,71.42857143
CVS,2015,William C Weldon,William,Weldon,M,CVS_2015_M,CVS HEALTH Corp,2.57E+11,290000,Healthcare,Drug Retail,71.42857143
CVS,2015,Tony L White,Tony,White,M,CVS_2015_M,CVS HEALTH Corp,2.57E+11,290000,Healthcare,Drug Retail,71.42857143
CVS,2018,Richard M Bracken,Richard,Bracken,M,CVS_2018_M,CVS HEALTH Corp,2.57E+11,290000,Healthcare,Drug Retail,60
CVS,2018,Alecia A DeCoudreaux,Alecia,Decoudreaux,F,CVS_2018_F,CVS HEALTH Corp,2.57E+11,290000,Healthcare,Drug Retail,40
CVS,2018,NancyAnn M DeParle,Nancyann,Deparle,F,CVS_2018_F,CVS HEALTH Corp,2.57E+11,290000,Healthcare,Drug Retail,40
CVS,2018,David W Dorman,David,Dorman,M,CVS_2018_M,CVS HEALTH Corp,2.57E+11,290000,Healthcare,Drug Retail,60
CVS,2018,Anne M Finucane,Anne,Finucane,F,CVS_2018_F,CVS HEALTH Corp,2.57E+11,290000,Healthcare,Drug Retail,40
CVS,2018,JeanPierre Millon,Jeanpierre,Millon,M,CVS_2018_M,CVS HEALTH Corp,2.57E+11,290000,Healthcare,Drug Retail,60
CVS,2018,Mary L Schapiro,Mary,Schapiro,F,CVS_2018_F,CVS HEALTH Corp,2.57E+11,290000,Healthcare,Drug Retail,40
CVS,2018,Richard J Swift,Richard,Swift,M,CVS_2018_M,CVS HEALTH Corp,2.57E+11,290000,Healthcare,Drug Retail,60
CVS,2018,William C Weldon,William,Weldon,M,CVS_2018_M,CVS HEALTH Corp,2.57E+11,290000,Healthcare,Drug Retail,60
CVS,2018,Tony L White,Tony,White,M,CVS_2018_M,CVS HEALTH Corp,2.57E+11,290000,Healthcare,Drug Retail,60
